package,version,api,type,success,stdout
urllib3,1.26.7,urllib3.util.url._encode_invalid_chars,function,True,OK
urllib3,1.26.7,urllib3.util.ssl_.is_ipaddress,function,True,OK
urllib3,1.26.7,urllib3.packages.six.ensure_text,function,True,OK
urllib3,1.26.7,urllib3.util.wait.select_wait_for_socket,function,True,OK
urllib3,1.26.7,urllib3.response.GzipDecoder,class,True,OK
urllib3,1.26.7,urllib3.contrib.pyopenssl.WrappedSocket,class,False,FAIL: No module named 'OpenSSL'
urllib3,1.26.7,urllib3.contrib._appengine_environ.is_appengine_sandbox,function,True,OK
urllib3,1.26.7,urllib3.packages.backports.makefile.backport_makefile,function,True,OK
urllib3,1.26.7,urllib3.connectionpool.HTTPSConnectionPool,class,True,OK
urllib3,1.26.7,urllib3.util.url._remove_path_dot_segments,function,True,OK
urllib3,1.26.7,urllib3.contrib._securetransport.low_level._create_cfstring_array,function,False,FAIL: Only macOS is supported
urllib3,1.26.7,urllib3.__init__.disable_warnings,function,True,OK
urllib3,1.26.7,urllib3.packages.ssl_match_hostname._implementation.match_hostname,function,True,OK
urllib3,1.26.7,urllib3.util.url.get_host,function,True,OK
urllib3,1.26.7,urllib3.contrib.appengine.AppEnginePlatformError,class,True,OK
urllib3,1.26.7,urllib3.contrib._securetransport.low_level._is_cert,function,False,FAIL: Only macOS is supported
urllib3,1.26.7,urllib3.util.response.is_response_to_head,function,True,OK
urllib3,1.26.7,urllib3.packages.six.python_2_unicode_compatible,function,True,OK
urllib3,1.26.7,urllib3.packages.six.remove_move,function,True,OK
urllib3,1.26.7,urllib3.util.url.parse_url,function,True,OK
urllib3,1.26.7,urllib3.util.proxy.create_proxy_ssl_context,function,True,OK
urllib3,1.26.7,urllib3.connection._match_hostname,function,True,OK
urllib3,1.26.7,urllib3.exceptions.LocationValueError,class,True,OK
urllib3,1.26.7,urllib3.contrib._appengine_environ.is_appengine,function,True,OK
urllib3,1.26.7,urllib3.connectionpool.HTTPConnectionPool,class,True,OK
urllib3,1.26.7,urllib3.contrib._securetransport.low_level._cert_array_from_pem,function,False,FAIL: Only macOS is supported
urllib3,1.26.7,urllib3._collections.RLock,class,False,FAIL: Wrong type
urllib3,1.26.7,urllib3.packages.six._import_module,function,True,OK
urllib3,1.26.7,urllib3.exceptions.SSLError,class,True,OK
urllib3,1.26.7,urllib3.util.request.make_headers,function,True,OK
urllib3,1.26.7,urllib3.util.response.is_fp_closed,function,True,OK
urllib3,1.26.7,urllib3.poolmanager.proxy_from_url,function,True,OK
urllib3,1.26.7,urllib3.contrib.securetransport._read_callback,function,False,FAIL: No module named 'six'
urllib3,1.26.7,urllib3.packages.six.u,function,True,OK
urllib3,1.26.7,urllib3.exceptions.InsecureRequestWarning,class,True,OK
urllib3,1.26.7,urllib3.poolmanager._default_key_normalizer,function,True,OK
urllib3,1.26.7,urllib3._collections.RecentlyUsedContainer,class,True,OK
urllib3,1.26.7,urllib3.packages.six.iteritems,function,True,OK
urllib3,1.26.7,urllib3.connection.DummyConnection,class,True,OK
urllib3,1.26.7,urllib3.contrib.pyopenssl._validate_dependencies_met,function,False,FAIL: No module named 'OpenSSL'
urllib3,1.26.7,urllib3.contrib.appengine.AppEngineManager,class,True,OK
urllib3,1.26.7,urllib3.contrib._appengine_environ.is_prod_appengine_mvms,function,True,OK
urllib3,1.26.7,urllib3.packages.six.assertCountEqual,function,True,OK
urllib3,1.26.7,urllib3.contrib.securetransport.makefile,function,False,FAIL: No module named 'six'
urllib3,1.26.7,urllib3.contrib._securetransport.bindings.CFConst,class,False,FAIL: Only macOS is supported
urllib3,1.26.7,urllib3.util.connection.is_connection_dropped,function,True,OK
urllib3,1.26.7,urllib3.exceptions.DependencyWarning,class,True,OK
urllib3,1.26.7,urllib3.util.queue.LifoQueue,class,True,OK
urllib3,1.26.7,urllib3.packages.six.add_metaclass,function,True,OK
urllib3,1.26.7,urllib3.util.retry.Retry,class,True,OK
botocore,1.23.17,botocore.retryhandler.ServiceErrorCodeChecker,class,True,OK
botocore,1.23.17,botocore.utils.ensure_boolean,function,True,OK
botocore,1.23.17,botocore.utils.get_service_module_name,function,True,OK
botocore,1.23.17,botocore.handlers.handle_copy_source_param,function,True,OK
botocore,1.23.17,botocore.paginate.PageIterator,class,True,OK
botocore,1.23.17,botocore.retries.throttling.CubicCalculator,class,True,OK
botocore,1.23.17,botocore.vendored.six.Module_six_moves_urllib_robotparser,class,True,OK
botocore,1.23.17,botocore.discovery.EndpointDiscoveryException,class,True,OK
botocore,1.23.17,botocore.exceptions.PartialCredentialsError,class,True,OK
botocore,1.23.17,botocore.handlers.check_for_200_error,function,True,OK
botocore,1.23.17,botocore.compat.get_md5,function,True,OK
botocore,1.23.17,botocore.handlers.document_cloudformation_get_template_return_type,function,True,OK
botocore,1.23.17,botocore.exceptions.NoRegionError,class,True,OK
botocore,1.23.17,botocore.vendored.six._SixMetaPathImporter,class,True,OK
botocore,1.23.17,botocore.handlers._looks_like_special_case_error,function,True,OK
botocore,1.23.17,botocore.utils.parse_key_val_file_contents,function,True,OK
botocore,1.23.17,botocore.signers.CloudFrontSigner,class,True,OK
botocore,1.23.17,botocore.compat._windows_shell_split,function,True,OK
botocore,1.23.17,botocore.auth.HmacV1QueryAuth,class,True,OK
botocore,1.23.17,botocore.auth.S3SigV4QueryAuth,class,True,OK
botocore,1.23.17,botocore.parsers.EC2QueryParser,class,True,OK
botocore,1.23.17,botocore.retries.standard.StandardRetryConditions,class,True,OK
botocore,1.23.17,botocore.awsrequest.AWSHTTPResponse,class,True,OK
botocore,1.23.17,botocore.docs.bcdoc.docstringparser.StemNode,class,True,OK
botocore,1.23.17,botocore.retries.standard.ThrottlingErrorDetector,class,True,OK
botocore,1.23.17,botocore.vendored.six._LazyDescr,class,True,OK
botocore,1.23.17,botocore.exceptions.InvalidDNSNameError,class,True,OK
botocore,1.23.17,botocore.vendored.six.ensure_binary,function,True,OK
botocore,1.23.17,botocore.httpsession.where,function,True,OK
botocore,1.23.17,botocore.credentials.create_credential_resolver,function,True,OK
botocore,1.23.17,botocore.exceptions.UnsupportedOutpostResourceError,class,True,OK
botocore,1.23.17,botocore.vendored.requests.exceptions.InvalidURL,class,True,OK
botocore,1.23.17,botocore.exceptions.MetadataRetrievalError,class,True,OK
botocore,1.23.17,botocore.exceptions.CredentialRetrievalError,class,True,OK
botocore,1.23.17,botocore.session.get_session,function,True,OK
botocore,1.23.17,botocore.exceptions.MissingParametersError,class,True,OK
botocore,1.23.17,botocore.utils.parse_timestamp,function,True,OK
botocore,1.23.17,botocore.compat.set_socket_timeout,function,True,OK
botocore,1.23.17,botocore.utils._parse_timestamp_with_tzinfo,function,True,OK
botocore,1.23.17,botocore.docs.bcdoc.style.BaseStyle,class,True,OK
botocore,1.23.17,botocore.vendored.six.with_metaclass,function,True,OK
botocore,1.23.17,botocore.hooks.HierarchicalEmitter,class,True,OK
botocore,1.23.17,botocore.retryhandler.ExceptionRaiser,class,True,OK
botocore,1.23.17,botocore.exceptions._exception_from_packed_args,function,True,OK
botocore,1.23.17,botocore.eventstream.ChecksumMismatch,class,True,OK
botocore,1.23.17,botocore.vendored.requests.exceptions.ConnectTimeout,class,True,OK
botocore,1.23.17,botocore.parsers.ResponseParser,class,True,OK
botocore,1.23.17,botocore.discovery.EndpointDiscoveryManager,class,True,OK
botocore,1.23.17,botocore.exceptions.InvalidConfigError,class,True,OK
botocore,1.23.17,botocore.auth.S3SigV4Auth,class,True,OK
six,1.16.0,six._LazyDescr,class,True,OK
six,1.16.0,six.MovedAttribute,class,True,OK
six,1.16.0,six.iterkeys,function,True,OK
six,1.16.0,six.Module_six_moves_urllib_error,class,True,OK
six,1.16.0,six.assertRegex,function,True,OK
six,1.16.0,six.MovedModule,class,True,OK
six,1.16.0,six.b,function,True,OK
six,1.16.0,six.python_2_unicode_compatible,function,True,OK
six,1.16.0,six.assertNotRegex,function,True,OK
six,1.16.0,six.Module_six_moves_urllib,class,True,OK
six,1.16.0,six.remove_move,function,True,OK
six,1.16.0,six._MovedItems,class,True,OK
six,1.16.0,six._SixMetaPathImporter,class,True,OK
six,1.16.0,six.iteritems,function,True,OK
six,1.16.0,six.ensure_text,function,True,OK
six,1.16.0,six._import_module,function,True,OK
six,1.16.0,six.wraps,function,True,OK
six,1.16.0,six.get_unbound_function,function,True,OK
six,1.16.0,six.reraise,function,True,OK
six,1.16.0,six.assertRaisesRegex,function,True,OK
six,1.16.0,six.u,function,True,OK
six,1.16.0,six._update_wrapper,function,False,FAIL: module 'six' has no attribute '_update_wrapper'
six,1.16.0,six.assertCountEqual,function,True,OK
six,1.16.0,six._add_doc,function,True,OK
six,1.16.0,six.itervalues,function,True,OK
six,1.16.0,six.with_metaclass,function,True,OK
six,1.16.0,six._LazyModule,class,True,OK
six,1.16.0,six.Module_six_moves_urllib_robotparser,class,True,OK
six,1.16.0,six.create_unbound_method,function,True,OK
six,1.16.0,six.add_move,function,True,OK
six,1.16.0,six.add_metaclass,function,True,OK
six,1.16.0,six.Module_six_moves_urllib_parse,class,True,OK
six,1.16.0,six.Module_six_moves_urllib_request,class,True,OK
six,1.16.0,six.iterlists,function,True,OK
six,1.16.0,six.raise_from,function,True,OK
six,1.16.0,six.X,class,False,FAIL: module 'six' has no attribute 'X'
six,1.16.0,six.ensure_str,function,True,OK
six,1.16.0,six.ensure_binary,function,True,OK
six,1.16.0,six.Module_six_moves_urllib_response,class,True,OK
boto3,1.20.20,boto3.resources.action.BatchAction,class,True,OK
boto3,1.20.20,boto3.dynamodb.types.TypeDeserializer,class,True,OK
boto3,1.20.20,boto3.__init__.NullHandler,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.BeginsWith,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.AttributeNotExists,class,True,OK
boto3,1.20.20,boto3.s3.transfer.S3Transfer,class,True,OK
boto3,1.20.20,boto3.resources.factory.ResourceFactory,class,True,OK
boto3,1.20.20,boto3.s3.inject.bucket_upload_fileobj,function,True,OK
boto3,1.20.20,boto3.s3.inject.bucket_upload_file,function,True,OK
boto3,1.20.20,boto3.docs.utils.add_resource_type_overview,function,True,OK
boto3,1.20.20,boto3.s3.inject.bucket_copy,function,True,OK
boto3,1.20.20,boto3.utils.ServiceContext,class,True,OK
boto3,1.20.20,boto3.dynamodb.transform.copy_dynamodb_params,function,True,OK
boto3,1.20.20,boto3.docs.docstring.CollectionMethodDocstring,class,True,OK
boto3,1.20.20,boto3.docs.attr.document_attribute,function,True,OK
boto3,1.20.20,boto3.docs.generate_docs,function,True,OK
boto3,1.20.20,boto3.dynamodb.transform.TransformationInjector,class,True,OK
boto3,1.20.20,boto3.utils.LazyLoadedWaiterModel,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.NotEquals,class,True,OK
boto3,1.20.20,boto3.__init__.resource,function,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.GreaterThanEquals,class,True,OK
boto3,1.20.20,boto3.docs.action.document_load_reload_action,function,True,OK
boto3,1.20.20,boto3.s3.transfer.ProgressCallbackInvoker,class,True,OK
boto3,1.20.20,boto3.resources.action.ServiceAction,class,True,OK
boto3,1.20.20,boto3.dynamodb.transform.ParameterTransformer,class,True,OK
boto3,1.20.20,boto3.resources.response.build_empty_response,function,True,OK
boto3,1.20.20,boto3.docs.collection.document_collection_method,function,True,OK
boto3,1.20.20,boto3.set_stream_logger,function,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.LessThanEquals,class,True,OK
boto3,1.20.20,boto3.client,function,True,OK
boto3,1.20.20,boto3.exceptions.NoVersionFound,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.Attr,class,True,OK
boto3,1.20.20,boto3.resources.action.WaiterAction,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.AttributeBase,class,True,OK
boto3,1.20.20,boto3.__init__.set_stream_logger,function,True,OK
boto3,1.20.20,boto3.s3.inject.download_file,function,True,OK
boto3,1.20.20,boto3.__init__.client,function,True,OK
boto3,1.20.20,boto3.exceptions.Boto3Error,class,True,OK
boto3,1.20.20,boto3.utils.inject_attribute,function,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.AttributeType,class,True,OK
boto3,1.20.20,boto3.docs.service.ServiceDocumenter,class,True,OK
boto3,1.20.20,boto3.docs.docstring.IdentifierDocstring,class,True,OK
boto3,1.20.20,boto3.resources.model.ResponseResource,class,True,OK
boto3,1.20.20,boto3.docs.attr.ResourceShapeDocumenter,class,True,OK
boto3,1.20.20,boto3.docs.action.ActionDocumenter,class,True,OK
boto3,1.20.20,boto3.dynamodb.transform.ConditionExpressionTransformation,class,True,OK
boto3,1.20.20,boto3.docs.docstring.SubResourceDocstring,class,True,OK
boto3,1.20.20,boto3.dynamodb.conditions.ConditionAttributeBase,class,True,OK
boto3,1.20.20,boto3.s3.inject.inject_object_summary_methods,function,True,OK
boto3,1.20.20,boto3.docs.attr.document_reference,function,True,OK
s3transfer,0.5.0,s3transfer.random_file_extension,function,True,OK
s3transfer,0.5.0,s3transfer.__init__.QueueShutdownError,class,True,OK
s3transfer,0.5.0,s3transfer.download.IOStreamingWriteTask,class,True,OK
s3transfer,0.5.0,s3transfer.tasks.CreateMultipartUploadTask,class,True,OK
s3transfer,0.5.0,s3transfer.upload.AggregatedProgressCallback,class,True,OK
s3transfer,0.5.0,s3transfer.upload.UploadPartTask,class,True,OK
s3transfer,0.5.0,s3transfer.utils.OSUtils,class,True,OK
s3transfer,0.5.0,s3transfer.crt.BaseCRTRequestSerializer,class,False,FAIL: No module named 'awscrt'
s3transfer,0.5.0,s3transfer.__init__.TransferConfig,class,True,OK
s3transfer,0.5.0,s3transfer.OSUtils,class,True,OK
s3transfer,0.5.0,s3transfer.crt.BotocoreCRTRequestSerializer,class,False,FAIL: No module named 'awscrt'
s3transfer,0.5.0,s3transfer.copies.CopyPartTask,class,True,OK
s3transfer,0.5.0,s3transfer.NullHandler,class,True,OK
s3transfer,0.5.0,s3transfer.manager.TransferCoordinatorController,class,True,OK
s3transfer,0.5.0,s3transfer.MultipartUploader,class,True,OK
s3transfer,0.5.0,s3transfer.processpool._add_ignore_handler_for_interrupts,function,True,OK
s3transfer,0.5.0,s3transfer.utils.FunctionContainer,class,True,OK
s3transfer,0.5.0,s3transfer.disable_upload_callbacks,function,True,OK
s3transfer,0.5.0,s3transfer.__init__.OSUtils,class,True,OK
s3transfer,0.5.0,s3transfer.ReadFileChunk,class,True,OK
s3transfer,0.5.0,s3transfer.crt.FakeRawResponse,class,False,FAIL: No module named 'awscrt'
s3transfer,0.5.0,s3transfer.utils.NoResourcesAvailable,class,True,OK
s3transfer,0.5.0,s3transfer.compat.accepts_kwargs,function,True,OK
s3transfer,0.5.0,s3transfer.upload.UploadSubmissionTask,class,True,OK
s3transfer,0.5.0,s3transfer.QueueShutdownError,class,True,OK
s3transfer,0.5.0,s3transfer.processpool.BaseS3TransferProcess,class,True,OK
s3transfer,0.5.0,s3transfer.exceptions.FatalError,class,True,OK
s3transfer,0.5.0,s3transfer.__init__.S3Transfer,class,True,OK
s3transfer,0.5.0,s3transfer.crt.CRTTransferFuture,class,False,FAIL: No module named 'awscrt'
s3transfer,0.5.0,s3transfer.utils.random_file_extension,function,True,OK
s3transfer,0.5.0,s3transfer.futures.TransferFuture,class,True,OK
s3transfer,0.5.0,s3transfer.futures.BaseTransferMeta,class,True,OK
s3transfer,0.5.0,s3transfer.__init__.NullHandler,class,True,OK
s3transfer,0.5.0,s3transfer.bandwidth.ConsumptionScheduler,class,True,OK
s3transfer,0.5.0,s3transfer.bandwidth.RequestToken,class,True,OK
s3transfer,0.5.0,s3transfer.crt.S3ClientArgsCreator,class,False,FAIL: No module named 'awscrt'
s3transfer,0.5.0,s3transfer.__init__.MultipartDownloader,class,True,OK
s3transfer,0.5.0,s3transfer.utils.TaskSemaphore,class,True,OK
s3transfer,0.5.0,s3transfer.futures.ExecutorFuture,class,True,OK
s3transfer,0.5.0,s3transfer.processpool.ClientFactory,class,True,OK
s3transfer,0.5.0,s3transfer.bandwidth.LeakyBucket,class,True,OK
s3transfer,0.5.0,s3transfer.processpool.GetObjectSubmitter,class,True,OK
s3transfer,0.5.0,s3transfer.tasks.CompleteMultipartUploadTask,class,True,OK
s3transfer,0.5.0,s3transfer.futures.BoundedExecutor,class,True,OK
s3transfer,0.5.0,s3transfer.download.DownloadSeekableOutputManager,class,True,OK
s3transfer,0.5.0,s3transfer.S3Transfer,class,True,OK
s3transfer,0.5.0,s3transfer.compat.seekable,function,True,OK
s3transfer,0.5.0,s3transfer.compat.rename_file,function,True,OK
s3transfer,0.5.0,s3transfer.upload.UploadNonSeekableInputManager,class,True,OK
s3transfer,0.5.0,s3transfer.subscribers.BaseSubscriber,class,True,OK
idna,3.3,idna.compat.ToASCII,function,True,OK
idna,3.3,idna.uts46data._seg_61,function,True,OK
idna,3.3,idna.uts46data._seg_8,function,True,OK
idna,3.3,idna.uts46data._seg_80,function,True,OK
idna,3.3,idna.uts46data._seg_71,function,True,OK
idna,3.3,idna.uts46data._seg_4,function,True,OK
idna,3.3,idna.core.ulabel,function,True,OK
idna,3.3,idna.uts46data._seg_51,function,True,OK
idna,3.3,idna.core._unot,function,True,OK
idna,3.3,idna.uts46data._seg_29,function,True,OK
idna,3.3,idna.uts46data._seg_35,function,True,OK
idna,3.3,idna.core.valid_contexto,function,True,OK
idna,3.3,idna.uts46data._seg_45,function,True,OK
idna,3.3,idna.uts46data._seg_53,function,True,OK
idna,3.3,idna.codec.StreamReader,class,True,OK
idna,3.3,idna.core.check_bidi,function,True,OK
idna,3.3,idna.uts46data._seg_31,function,True,OK
idna,3.3,idna.uts46data._seg_41,function,True,OK
idna,3.3,idna.core.IDNABidiError,class,True,OK
idna,3.3,idna.uts46data._seg_77,function,True,OK
idna,3.3,idna.uts46data._seg_27,function,True,OK
idna,3.3,idna.uts46data._seg_1,function,True,OK
idna,3.3,idna.core.InvalidCodepointContext,class,True,OK
idna,3.3,idna.uts46data._seg_55,function,True,OK
idna,3.3,idna.intranges.intranges_from_list,function,True,OK
idna,3.3,idna.uts46data._seg_57,function,True,OK
idna,3.3,idna.uts46data._seg_34,function,True,OK
idna,3.3,idna.uts46data._seg_40,function,True,OK
idna,3.3,idna.uts46data._seg_7,function,True,OK
idna,3.3,idna.uts46data._seg_9,function,True,OK
idna,3.3,idna.uts46data._seg_15,function,True,OK
idna,3.3,idna.uts46data._seg_65,function,True,OK
idna,3.3,idna.uts46data._seg_19,function,True,OK
idna,3.3,idna.uts46data._seg_20,function,True,OK
idna,3.3,idna.core.encode,function,True,OK
idna,3.3,idna.core._combining_class,function,True,OK
idna,3.3,idna.uts46data._seg_48,function,True,OK
idna,3.3,idna.uts46data._seg_44,function,True,OK
idna,3.3,idna.uts46data._seg_18,function,True,OK
idna,3.3,idna.uts46data._seg_24,function,True,OK
idna,3.3,idna.uts46data._seg_47,function,True,OK
idna,3.3,idna.core.check_initial_combiner,function,True,OK
idna,3.3,idna.uts46data._seg_17,function,True,OK
idna,3.3,idna.uts46data._seg_78,function,True,OK
idna,3.3,idna.codec.IncrementalEncoder,class,True,OK
idna,3.3,idna.uts46data._seg_56,function,True,OK
idna,3.3,idna.uts46data._seg_76,function,True,OK
idna,3.3,idna.uts46data._seg_49,function,True,OK
idna,3.3,idna.core.check_label,function,True,OK
idna,3.3,idna.compat.ToUnicode,function,True,OK
python-dateutil,2.8.2,dateutil.tz.tz._nullcontext,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz._tzicalvtzcomp,class,True,OK
python-dateutil,2.8.2,dateutil.rrule.rruleset,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.__init__.getzoneinfofile_stream,function,True,OK
python-dateutil,2.8.2,dateutil.rrule.rrule,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.getzoneinfofile_stream,function,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.get_zonefile_instance,function,True,OK
python-dateutil,2.8.2,dateutil.parser.isoparser.isoparser,class,False,FAIL: type object 'isoparser' has no attribute 'isoparser'
python-dateutil,2.8.2,dateutil.rrule._rrulestr,class,True,OK
python-dateutil,2.8.2,dateutil.tz._common._DatetimeWithFold,class,False,FAIL: module 'dateutil.tz._common' has no attribute '_DatetimeWithFold'
python-dateutil,2.8.2,dateutil.tz.tz.datetime_exists,function,True,OK
python-dateutil,2.8.2,dateutil.parser.__deprecated_private_func,function,True,OK
python-dateutil,2.8.2,dateutil.parser._parser._timelex,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.rebuild._run_zic,function,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzoffset,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzfile,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz._tzfile,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.__init__.gettz,function,True,OK
python-dateutil,2.8.2,dateutil.rrule._iterinfo,class,True,OK
python-dateutil,2.8.2,dateutil.tz._common.enfold,function,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.ZoneInfoFile,class,True,OK
python-dateutil,2.8.2,dateutil.tz.__init__.DeprecatedTzFormatWarning,class,True,OK
python-dateutil,2.8.2,dateutil.parser._parser._parsetz,function,True,OK
python-dateutil,2.8.2,dateutil.tz.tz._ttinfo,class,True,OK
python-dateutil,2.8.2,dateutil.parser._parser.UnknownTimezoneWarning,class,True,OK
python-dateutil,2.8.2,dateutil._common.weekday,class,True,OK
python-dateutil,2.8.2,dateutil.parser._parser.parser,class,True,OK
python-dateutil,2.8.2,dateutil.rrule.weekday,class,True,OK
python-dateutil,2.8.2,dateutil.parser._parser.parse,function,True,OK
python-dateutil,2.8.2,dateutil.tz._factories._TzSingleton,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzical,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzlocal,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.__init__.get_zonefile_instance,function,True,OK
python-dateutil,2.8.2,dateutil.tz.win.tzwinbase,class,False,FAIL: cannot import name 'winreg' from 'six.moves' (unknown location)
python-dateutil,2.8.2,dateutil.zoneinfo.gettz,function,True,OK
python-dateutil,2.8.2,dateutil.tz.win.picknthweekday,function,False,FAIL: cannot import name 'winreg' from 'six.moves' (unknown location)
python-dateutil,2.8.2,dateutil.tz.tz._tzicalvtz,class,True,OK
python-dateutil,2.8.2,dateutil.tz._common._validate_fromutc_inputs,function,True,OK
python-dateutil,2.8.2,dateutil.tz.win.tzres,class,False,FAIL: cannot import name 'winreg' from 'six.moves' (unknown location)
python-dateutil,2.8.2,dateutil.tz.win._settzkeyname,function,False,FAIL: cannot import name 'winreg' from 'six.moves' (unknown location)
python-dateutil,2.8.2,dateutil.relativedelta.relativedelta,class,True,OK
python-dateutil,2.8.2,dateutil.tz.tz._get_supported_offset,function,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzstr,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.rebuild._print_on_nosuchfile,function,True,OK
python-dateutil,2.8.2,dateutil.utils.default_tzinfo,function,True,OK
python-dateutil,2.8.2,dateutil.relativedelta._sign,function,True,OK
python-dateutil,2.8.2,dateutil.parser.__deprecate_private_class,function,True,OK
python-dateutil,2.8.2,dateutil.tz.tz.tzrange,class,True,OK
python-dateutil,2.8.2,dateutil.zoneinfo.rebuild.rebuild,function,True,OK
python-dateutil,2.8.2,dateutil.parser.isoparser._takes_ascii,function,False,FAIL: type object 'isoparser' has no attribute '_takes_ascii'
setuptools,59.4.0,setuptools._vendor.packaging.markers.UndefinedComparison,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.ilen,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.pyparsing.replaceWith,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.recipes.all_equal,function,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.numeric_range,class,True,OK
setuptools,59.4.0,pkg_resources.find_nothing,function,True,OK
setuptools,59.4.0,setuptools._distutils.ccompiler.gen_preprocess_options,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.pyparsing._MultipleMatch,class,True,OK
setuptools,59.4.0,setuptools._distutils.util.execute,function,True,OK
setuptools,59.4.0,setuptools.monkey.patch_for_msvc_specialized_compiler,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.appdirs.site_data_dir,function,True,OK
setuptools,59.4.0,setuptools.command.bdist_egg.walk_egg,function,True,OK
setuptools,59.4.0,setuptools._distutils.errors.DistutilsModuleError,class,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging._musllinux._MuslVersion,class,True,OK
setuptools,59.4.0,pkg_resources.__init__.declare_namespace,function,True,OK
setuptools,59.4.0,setuptools._distutils.version.LooseVersion,class,True,OK
setuptools,59.4.0,setuptools.msvc.PlatformInfo,class,True,OK
setuptools,59.4.0,setuptools._distutils.command.build_ext.build_ext,class,True,OK
setuptools,59.4.0,setuptools.command.bdist_egg.strip_module,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging.markers.Node,class,True,OK
setuptools,59.4.0,pkg_resources.NoDists,class,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging.specifiers._version_split,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging._manylinux._glibc_version_string_confstr,function,True,OK
setuptools,59.4.0,setuptools.archive_util.default_filter,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging._manylinux._glibc_version_string_ctypes,function,True,OK
setuptools,59.4.0,setuptools._distutils.util.split_version,function,True,OK
setuptools,59.4.0,setuptools.glob.iglob,function,True,OK
setuptools,59.4.0,setuptools.sandbox.save_modules,function,True,OK
setuptools,59.4.0,setuptools._distutils.command.clean.clean,class,True,OK
setuptools,59.4.0,setuptools.command.bdist_egg.make_zipfile,function,True,OK
setuptools,59.4.0,setuptools._distutils.command.bdist_rpm.bdist_rpm,class,True,OK
setuptools,59.4.0,pkg_resources._vendor.appdirs.user_state_dir,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging._musllinux._get_musl_version,function,True,OK
setuptools,59.4.0,pkg_resources.non_empty_lines,function,True,OK
setuptools,59.4.0,setuptools.command.sdist.walk_revctrl,function,True,OK
setuptools,59.4.0,setuptools._distutils.filelist.translate_pattern,function,True,OK
setuptools,59.4.0,setuptools.command.easy_install.easy_install,class,True,OK
setuptools,59.4.0,setuptools._vendor.pyparsing.Literal,class,True,OK
setuptools,59.4.0,pkg_resources.safe_name,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging.markers.UndefinedComparison,class,True,OK
setuptools,59.4.0,setuptools.msvc.msvc9_find_vcvarsall,function,True,OK
setuptools,59.4.0,setuptools.config.ConfigHandler,class,True,OK
setuptools,59.4.0,setuptools._vendor.more_itertools.more.countable,class,True,OK
setuptools,59.4.0,setuptools.__init__._find_all_simple,function,True,OK
setuptools,59.4.0,pkg_resources._vendor.packaging.markers.InvalidMarker,class,True,OK
setuptools,59.4.0,setuptools.__init__.Command,class,True,OK
setuptools,59.4.0,pkg_resources._vendor.pyparsing.RecursiveGrammarException,class,True,OK
setuptools,59.4.0,pkg_resources._vendor.appdirs.user_cache_dir,function,True,OK
setuptools,59.4.0,setuptools._vendor.pyparsing.Regex,class,True,OK
setuptools,59.4.0,setuptools.dist.read_pkg_file,function,True,OK
certifi,2021.10.8,certifi.core.read_text,function,True,OK
certifi,2021.10.8,certifi.core.contents,function,True,OK
certifi,2021.10.8,certifi.core.where,function,True,OK
awscli,1.22.17,awscli.customizations.history._should_enable_cli_history,function,True,OK
awscli,1.22.17,awscli.compat.NonTranslatedStdout,class,True,OK
awscli,1.22.17,awscli.table.convert_to_vertical_table,function,True,OK
